;username;tweet;orang 1;orang 2;orang 3;hasil;;;;;;;;
1583104248002160000;MatteoTisha;n yg 1 jga ga brubah wlpn sdh ga presiden lgi;0;0;0;0;;;;;;;;
1582940408275170000;PresidenIbu;skrg udh 3x lipat 98;0;0;0;0;;;;;;;;
1583041991059070000;agusujana1;tu pak dengerin kata si rejim sampean angka kemiskinan n pengangguran adalah problem anda sebagai presiden indonesia n harus di selesaikan jgn cm kerja kerja kerja modar;-1;-1;-1;-1;;;;;;;;
1583569066631240000;BukitTidar73;the next presiden merakyat dan dekat dg rakyat;1;1;1;1;;;;;;;;
1583441876052390000;LubisSyahfin;hebat pak anis la kalian pada begok sih dulu pak anis memerintah semua pada mempersulit tp pak anis kerja cerdas dia sendirian melawan kabinet dan skrg mrk gotong royong menyudutkan seorang pak anis baswedan jadi aku ingin pak anis jadi presiden biar kalian semua merana;1;1;1;1;;;;;;;;
1583324158523740000;WendyTangmar;karna lu udah dibohongi ya wajarlah gak merasa ntar siap2 aja kalo ternyata junjunganlu jadi menteri lagi sama presiden baru fakta di lapangan gak bisa dipoles kata2 kalo orang luar jakarta mungkin bisa terpengaruh pernah urus surat di kelurahan dulu dan sekarang?;0;0;0;0;;;;;;;;
1582890861939270000;PresidenTaruna;pagi hari yg sangat canggung;-1;-1;-1;-1;;;;;;;;
1583397650980020000;lavioxar;yosh makin optimis dan akan jadi presiden dengan versi terbaiknya fix jadi capres sementara anies dan ganjar berkompetisi secara sehat tapi jika ganjar jadi cawapresnya mungkin lebih baik toh keduanya putra terbaik bangsa;1;1;1;1;;;;;;;;
1583306796130660000;lunaticstania;modal nekat nyalon presiden;-1;-1;-1;-1;;;;;;;;
1583281503269570000;MyongEliza;pak ganjar pasti bisa jd presiden ri cz didukung rakyat indonesia banten;1;1;1;1;;;;;;;;
1583354872044580000;HumorPenjahit;hebat presiden jokowi membanggakan nusa tenggara barat untuk kesejahteraan;1;1;1;1;;;;;;;;
1583390420222230000;Offcial_Har;sy sampai pak egi ke smnjak jkw jd presiden hukum jd carut marut sy yakin ijazah jkw palsumknya hukum dibuat politik tuk membungkam;0;0;0;0;;;;;;;;
1582953186125430000;Ahmad_hendars;indonesia presiden menuturkan nusantara dibangun dengan konsep kota pintar masa depan berbasis alam dengan 70 persen area di ikn merupakan area hijau;0;0;0;0;;;;;;;;
1583107070923970000;AndreGa78981078;karena sakit hati pd mantan presiden presiden karena berjuang dg segala cara dari lobi politik jalur bisnis dana yg banyak menjadi wapres satu periode kini jadi ketua dewan masjid kecewa masih punya ambisi kekusaan orang lain digunakan untuk berkuasa menyelamatkan bisnisnya;-1;-1;-1;-1;;;;;;;;
1583343867939590000;presidenumnomy;maka berhati-hatilah rakyat kerana bisikan fitnah akan sentiasa coba mencari ruang untuk menghasut;-1;-1;-1;-1;;;;;;;;
1582800375404690000;mibnusafari;presiden kita 2024;0;0;0;0;;;;;;;;
1582965173953870000;Deahasan99;diduga mau merubah jakarta jadi padang pasir jadi pohon yg rindang ditebang saya kuatir jika dia jadi presiden tdk menutup kemungkinan hutan di indonesia akan digundulin;-1;-1;-1;-1;;;;;;;;
1583055533744930000;Bambang_Budimab;sesuai fakta presiden ri dari yg ke 1 hingga ke 7 semua wni asli naif jika bangsa sebesar ini dipimpin wn keturunan imigran/asing;0;0;0;0;;;;;;;;
1582786474097130000;carleskiwi;mo cebong puas ga penting yg penting mudah2an anies presiden 2024;0;0;0;0;;;;;;;;
1583231590565440000;Zainal466744751;bapak presiden jokowi tegaskan hilirisasi timah akan segera dilakukan;0;0;0;0;;;;;;;;
1582985511295420000;ZRsaja;cebong kalo ditanya begini 😀😀😀;-1;-1;-1;-1;;;;;;;;
1583249600458020000;HelmiFelis_;sama koh kami juga frustasi tapi kita harus terus berjuang lawan kesewenangan ✊🏼✊🏼 kemenangan itu didepan mata tunggu saat anies baswedan menjadi presiden itulah kemenangan rakyat ✊🏼☝🏼☝🏼 ;1;1;1;1;;;;;;;;
1583240385501230000;ZRsaja;nah loe 😃😃😃🤭🤭 ;-1;-1;-1;-1;;;;;;;;
1582906127640950000;antasumanto;itulah mengapa ada demokrasi beda pilihan orang itu biasa saja tak perlu berkelahi akhirnya juga cuma ada satu presiden terpilih di 2024 dan tetap harus kita kritisi;1;1;1;1;;;;;;;;
1582971727377830000;BeritaDotMedia;mantan presiden amerika serikat as donald trump telah menjawab pertanyaan di bawah sumpah;0;0;0;0;;;;;;;;
1582926556019950000;retnosetyow4t;presiden joko widodo melakukan kunjungan kerja ke provinsi kepulauan bangka belitung pada kamis 20 oktober 2022 dengan menggunakan pesawat kepresidenan indonesia-1 presiden dan rombongan lepas landas dari pangkalan tni au halim perdanakusuma jakarta sekitar pukul 0715 wib;0;0;0;0;;;;;;;;
1583450826135130000;King_Pelakor;ga balik modal jadi presiden kaga yg ada dia maim tik tok dah🤣;-1;-1;-1;-1;;;;;;;;
1583266624442100000;Bejoabd;lah presiden diancam kok mletree jadi ketua rt aja kalo gitu;-1;-1;-1;-1;;;;;;;;
1582873875875960000;trieva051;harusnya kebijakan jakarta itu tanggungjawab presiden karna 13 kali yg bermuara di jakarta berasal dari bodetabek harusnya sepanjang bodetabek dibangun sodetanwaduk ruang limpas air sehingga volume air yg kejakarta tidak bersamaan membanjiri jakarta;0;0;0;0;;;;;;;;
1582787517853860000;masathill;ngga tolak miskin sklian;-1;-1;-1;-1;;;;;;;;
1582993434616290000;Your_Favsboy;percuma ente bikin pemberitaan jelek sekalipun soal aniess anies itu kinerja dan elektabilitas nya sudah diakui dunia dan pasti jadi presiden wkwkwkwk bye bye puan 🤣🤣🤣;1;1;1;1;;;;;;;;
1583002389581220000;fadlidzon;4 tahun pelaksanaan dana desa di era kepemimpinan presiden jokowi wow mantab realisasi di provinsi ini tahun lalu mencapai 996 ini berkat kerja keras dan militansi para pendamping desa;1;1;1;1;;;;;;;;
1582990235570690000;ChandraWis;iya pak anies salah salahnya krn blm jadi presiden;0;0;0;0;;;;;;;;
1583127681226290000;booster_lah;ayo dukung sebagai mantan gubernur jkt yg mau jd presiden harus dukung pemberantasan korupsi dong;1;1;1;1;;;;;;;;
1583128882483380000;lupadiri0_0;ini hasil kerja calon presiden nasdem pak anies bang;1;1;1;1;;;;;;;;
1582893452521410000;_Vaniaokta;tragedi kanjuruhan malang telah memanggil hati nurani presiden jokowi dan bang et erickthohir  untuk selamatkan sepakbola indonesia;1;1;1;1;;;;;;;;
1583594639071710000;seojunadel;lembaga perlindungan data pribadi akan ditetapkan oleh presiden menurut kominfo;0;0;0;0;;;;;;;;
1583328058446340000;radartasik;pelatih bali united berharap ada perubahan setelah presiden fifa datang ke indonesia;1;1;1;1;;;;;;;;
1582968596933750000;cozrbyn;terimakasih pak jokowi anda presiden terbaik jawa barat;1;1;1;1;;;;;;;;
1583593976916940000;Oswalddii;lembaga perlindungan data pribadi nantinya akn di tetapkan oleh presiden;0;0;0;0;;;;;;;;
1583593427949630000;Aghis_zidan;selamat hari santri nasional hsn 2022 berkat washilah presiden jokowi mengasahkan 22 oktober sebagai hari santri nasional 2022;0;0;0;0;;;;;;;;
1583249435294770000;Sapporo_jack1;masih ada wakil presiden kita ?;-1;-1;-1;-1;;;;;;;;
1583022567526650000;publikbicaracom;presiden jokowi inginkan semua pihak untuk tetap optimis di tengah ancaman resesi ekonomi dunia;1;1;1;1;;;;;;;;
1583082710972580000;SidrapSaber;bhabinkamtibmas aipda baharuddinselaku pokja pencegahan menyampaikan sosialisasi peraturan presiden no 87 tahun 2016 tentang satgas saber pungli stop pungli🖐️🖐️🖐️ itwasda sulsel saber pungli sulsel;1;1;1;1;;;;;;;;
1583331059617640000;Milli621807311;ooh maksud loo mo pedekate ya nanti kalau anies jadi presiden loo mo minta jadi menteri perhubungan gitu???;-1;-1;-1;-1;;;;;;;;
1583341037921390000;_haye_;jangan hedon jangan pertontonkan mewah berlebihan kapolri;-1;-1;-1;-1;;;;;;;;
1583380657702510000;aristaashari;bukan hanya binggung gak dapat kerjaaan tapi bingung bakal ngadepi kasusnya yg selama ini gak diproses mungkin itu ketakutan si deny siregar dkk kalau anies jd presiden mungkin lo ya jangan baper ya 😅;-1;-1;-1;-1;;;;;;;;
1583586970449520000;harun_mas_iku;mengapa rakyat indonesia menginginkan pak anies jadi presiden ri 2024 tujuannya tak lain agar presiden mengulung dan memenjarakan gerombolan anda paham ;1;-1;-1;-1;;;;;;;;
1582893782277970000;Gamaudungu;dolar masih betah meroket media tv 62 adem ga ada berita harga kedelai keluh kesah perajin tahu tempe beda sama jmn pa sby harga naik dikit media rame blowup ini contoh nyata presiden mana yg paling disukai oligarkhi mana yg tdk;-1;-1;-1;-1;;;;;;;;
1583359603672160000;KsatriaNKRI;fakta jejak digital berbicara rakyat indonesia sudah cerdas menilai sendiri sehingga tidak mudah dipengaruhi oleh provokator rakyat indonesia lebih percaya pemerintah presiden jokowi era keterbukaan informasi dan kebebasan berpendapat;1;1;1;1;;;;;;;;
1582937796872140000;Kang_Ngibull;ni bisa jd presiden;1;0;0;0;;;;;;;;
1582989869755690000;eastern_sun8;presiden 2024 nanti namanya harus ada huruf o mungkin yg dimaksud  ganjar pranowo prabowo subianto anda ☺?;0;-1;0;0;;;;;;;;
1583110640515760000;Media_Rania;presiden itu mengesahkan perkara berkenaan di konvensyen ph di ipoh sebentar tadi;0;0;0;0;;;;;;;;
1583284869601250000;i_nusantara77;cuma ganjar pranowo yang cocok jadi presiden banten;1;1;1;1;;;;;;;;
1582963269320740000;HyEvan1;kinerja selama 5 thn buruk menghamburkan anggaran demi memuaskan kelompok dan pernah dipecat presiden dari menteri krn gak mampu kerjakok bisa2nya dinilai layak jd presiden idaman indonesia ? dasar kaum hyena;-1;-1;-1;-1;;;;;;;;
1583050671213120000;Senja_Merah1;presiden mengunjungi pasar muntok di kabupaten bangka barat provinsi kepulauan bangka belitung di pasar muntok presiden jokowi langsung menyapa para penerima manfaat pkh dan menyerahkan bantuan modal kerja bmk senilai rp12 juta;1;0;1;1;;;;;;;;
1583084844359500000;jongseonq_;mau jd presiden;0;0;0;0;;;;;;;;
1583014346833070000;AgustinaMelisaw;pemimpin sejati dekat dengan santri jawa tengah relawan ganjar presiden ri 2024;1;1;1;1;;;;;;;;
1583451273461830000;FirmanTheLawyer;❤ ganjar pranowo presiden ri 2024 - 2029🙏 aaaamiiiin;1;1;1;1;;;;;;;;
1583005737814730000;saragi_s23;ini tuntutan sebagai pribadi bukan presiden blablabla kami sebagai rakyat menunggu bapak jokowi blablabla otak kalian itu blablabla;0;0;0;0;;;;;;;;
1583359317792600000;andy_marwandy;jangankan 9 ketum partai juga presiden2 dan raja2 di seluruh dunia berarti lijal lamli mengakui karisma wibawa presiden jokowi🤔;1;0;1;1;;;;;;;;
1583312077187190000;Rusman30966088;apa iya terealisasi program itu kalau presiden nya kadrun suruh ngeruk kali ciliwung aja embas embis tak terlaksana singkirkan capres kadrun negara bisa rusak;-1;-1;-1;-1;;;;;;;;
1583095277787160000;MrPitulo;iya juga yah setelah jadi presiden utang yang di gedein bahasa inggris belepotan nyengir lagi kurang ajar ga tu si krempeng dasar krempeng ga punya malu;-1;-1;-1;-1;;;;;;;;
1583334863339300000;babegalak1;pemerintahan presiden joko widodo dan wakil presiden kh ma’ruf amin mengatakan pemerintah terus pastikan pembangunan yang berkeadilan sesuai dengan visi dan misi kabinet indonesia maju kim;1;1;1;1;;;;;;;;
1583053960642190000;Non_Politik;mantan mayor mau jadi presiden saya setuju💪💪💪💪💪💪 katakan tidak kalau wakil presiden;1;1;1;1;;;;;;;;
1582962164276510000;IbnuNasir8;hal ini fun football memang kami sampaikan ke presiden fifa infantino bahwa ada tragedi kanjuruhan bagaimana dengan fun football yang nanti kita mainkan? kata yunus yusi sekjen pssi;0;0;0;0;;;;;;;;
1583180749271730000;triefince;halu tingkat dewa pd banget jadi presiden 🤣🤣🤪🤪;-1;-1;-1;-1;;;;;;;;
1583292052120700000;JKTN12;waaaa seru ini;1;0;1;1;;;;;;;;
1583001226987580000;wong_ndeso579;saatnya para petinggi parpol membuktikan diri mengedepankan kepentingan rakyat apa kepentingan partainya bisa kita lihat dari keputusan yg akan mereka ambil mereka sebenarnya paham kepentingan bangsa dan negara dan sosok seperti apa yg dibutuhkan untuk menjadi presiden;1;0;1;1;;;;;;;;
1582845260627330000;Mba_yanti12;karena iri bambang pengen jadi presiden gk mampu karena gk ada rakyat yng mendukong;-1;-1;-1;-1;;;;;;;;
1583099337034190000;FarrasWM;aamiin presiden lulusan ui pertama sepanjang sejarah indo ga ada presiden lulusan ui;0;1;1;1;;;;;;;;
1583249291229170000;chocogyum;dulu jokes presiden soeharto jangan ngomongin dia nanti hilang cuma ikut ketawa-ketawa aja belajar dari buku sejarah pun cuma tau mahasiswa trisakti yang hilang tapi ternyata lebih dari itu;-1;-1;-1;-1;;;;;;;;
1583294678556090000;AKUANAKWATAN;masih ingat lagi tak tiga skuad elit polis diraja malaysia pdrm yang ditubuhkan kerajaan barisan nasional bn pada tahun 2014? penubuhan skuad elit itu diumumkan sendiri oleh presiden umno datuk seri dr ahmad zahid hamidi yang ketika itu memegang jawatan menteri dalam negeri;0;0;0;0;;;;;;;;
1583320931455600000;ZRsaja;tuit khusus konsumsi penghuni kolam yg dongok 🙄🙄🙄 ;-1;-1;-1;-1;;;;;;;;
1583518339066130000;alshdmhmd_;prabowo sudah membuat proposal yang diberikan kepada presiden ri joko widodo berisi proyeksi investasi jangka panjang untuk persenjataan indonesia dari tahun 2022 sampai 25 tahun mendatang mending prabowo;1;0;1;1;;;;;;;;
1582908536623080000;ZRsaja;kembali jualan radikal radikul radikil 😀😀😀;-1;-1;-1;-1;;;;;;;;
1583105338248940000;Indober2020;presiden fifa juga menyebut bahwa piala dunia u-20 di indonesia akan menjadi kesempatan unik mempromosikan indonesia untuk masa depan presiden fifa juga ingin memastikan agar indonesia tidak hanya kuat dari sudut pandang ekonomi tapi juga dari sepak bolanya;1;0;1;1;;;;;;;;
1582960199379220000;NadiaZzz90;seluruh masyarakat bangga punya presiden seperti jokowi;1;1;1;1;;;;;;;;
1582886953850380000;lontonggorengz;lihatlah presiden dia asal partai mana;0;-1;0;0;;;;;;;;
1582928828132820000;mikadongaku22;terlebih yang ditujukan kepada diri presiden termasuk kepada keluarganya sepanjang jokowi menjadi presiden yang sangat mungkin hanya satu-satunya yang mendapat perlakuan buruk dan sangat biadab dari fitnah pki tak bisa berbahasa inggris tidak ada satupun yang terbukti;-1;0;-1;-1;;;;;;;;
1583058450774310000;wartabangka;950 personel gabungan tni-polri amankan kunker presiden jokowi di bangka barat;1;0;1;1;;;;;;;;
1582900554740950000;sonyakei_;langkah presiden dalam upaya perdamaian mendapat apresiasi dunia;1;1;1;1;;;;;;;;
1583327140820710000;KompasTV;istana persilakan masyarakat melapor jika temukan kinerja aparat polisi yang tidak memuaskan hal tersebut disampaikan kepala staf presiden moeldoko ia menyebut pihaknya biasa menerima laporan;1;1;-1;1;;;;;;;;
1583383022103320000;hoetomo_sastro;peraturannya menurut kapasitas presiden 😇😇😇😇;0;0;0;0;;;;;;;;
1583046309681930000;wellylie99;dr presiden yg naik banding masalah polusi udara dan sampai skrg tidak bersidang masa naik banding bs 1 thn gak sidang2 sih haiiz dll lah yaa uda bukan rahasia lagi kebobrokan pemerintahan jaman now ini 🤦‍♂️;-1;-1;-1;-1;;;;;;;;
1583288540212870000;PutunMy;kpk bisa berjaya jika proses anak-anak presiden yang dilaporkan ubedilah badrun -;1;1;1;1;;;;;;;;
1583277724252020000;MutiaraSkin69;warga jawa timur dukung ganjar jadi presiden;1;1;1;1;;;;;;;;
1583301445365170000;BozOkey;progres pembangunan tanjung ular sudah 99 persen;0;0;0;0;;;;;;;;
1582949164404480000;ANuzliani;jadi ketua rt aja dulu sok banget mau jadi presiden wkwk banten;-1;-1;-1;-1;;;;;;;;
1583002403418210000;Deadnflies;wkwkwkwkwk emang lu siapa nyuruh2 presiden dateng presiden ogah kali didikte sama elu;-1;-1;-1;-1;;;;;;;;
1583400173828310000;IndraHardi;tuh makhluk dgn para konco2nya gak akan bisa berubah lalu mau jadi presiden ri? apa jadinya nkri 🇮🇩 bisa hancur berantakan spt suriah hai para anak bangsa nkri 🇮🇩 rapatkan barisan berhati2lah jaga marwah nkri 🇮🇩 demi pengorbanan para pejuang dan masa depan anak cucu kita;1;1;1;1;;;;;;;;
1583366775139250000;yemilwae;jawa memang terdepan presiden aja blom ada nih dari selain jawa🤭;-1;-1;-1;-1;;;;;;;;
1583246692404670000;voaindonesia;kontras menyoroti tiga tahun kepemimpinan presiden joko widodo dan wakil presiden ma'ruf amin yang dinilai tidak pernah melakukan reformasi polri;-1;-1;-1;-1;;;;;;;;
1582899400921130000;blackid_077;berkat kepiawaian presiden jokowi indonesia mendapatkan keuntungan hingga 450t dari ekspor nikel;1;1;1;1;;;;;;;;
1583024087596960000;iwanchef1;ini presiden kami presiden mu mana drun;1;1;1;1;;;;;;;;
1583016022600470000;gayoesme;jokowi presiden paling kerennnnnn;1;1;1;1;;;;;;;;
1582980672062640000;08sarraah;digitalisasi melalui proses bank online menjadi tak terelakkan” katanya di sela-sela konferensi internasional bumn 2022 yang merupakan bagian dari agenda resmi road to g20 summit tiiwg presiden g20 indonesia;1;1;1;1;;;;;;;;
1582984495958930000;boomslang07;❤️ aceh hadir mendukung memorabilia terhadap presiden aceh;1;1;1;1;;;;;;;;
1583131952231910000;gusprast73;kirain presiden yg gelarnya ir 🤪;-1;-1;-1;-1;;;;;;;;
1583017287145360000;tribunmedan;dulu ditebang anies baswedan tangan kanan presiden jokowi ini janji tanam kembali pohon di monas;1;1;1;1;;;;;;;;
1583258912375310000;adriy_six;gak ngaruhh presiden gw keren 👍;1;1;1;1;;;;;;;;
1583303175796570000;ariahadiwa;korban bertambah ketua umum pssi dan presiden fifa fun football;-1;-1;-1;-1;;;;;;;;
1583288712632230000;Tennill63017076;ahy tidak akan pernah jadi presiden rakyat papua tolak ahy;-1;-1;-1;-1;;;;;;;;
1583396308068750000;RinjaniJB;banyak tingkah si wanjebot udah jadi warga biasa aja lagaknya kek masih pejabat kalik dia ngerasa sudah selevel sama presiden gegara dicapresin nasidemek 😄;-1;-1;-1;-1;;;;;;;;
1582954417305060000;NataliaPuspasa5;keren 😎 presidensi jokowi dapat 3 memorabilia dari presiden fifa daerah istimewa yogyakarta jokowi yogyakarta;1;1;1;1;;;;;;;;
1582781479272490000;GerBangNKRI;presiden meminta kementerian/lembaga terkait dalam hal ini kementerian ketenagakerjaan dan badan perlindungan pekerja migran indonesia bp2mi untuk menyiapkan permintaan tersebut sehingga tenaga yang dikirimkan betul-betul memiliki keterampilan baik;1;0;1;1;;;;;;;;
1583258069546330000;BakranOppa;eh drun mati aja kalian bodok amat presiden tdk perlu melayani kaum bangsat kayak kadrun;-1;-1;-1;-1;;;;;;;;
1582817659783380000;HamamWafiq;kita bersama-sama pedagang pasar yang tergabung ke dalam papera mendukung penuh bapak prabowo subianto untuk menjadi presiden republik indonesia 2024 kata sudaryono mending prabowo;1;0;0;0;;;;;;;;
1582882397607330000;lysavana1;ngarep keputusan presiden dari 2014 bakal dibatalin semua terutama yg ituh pembubaran fpi dan hti kebaca bingit drun 😂🤣😂;-1;-1;-1;-1;;;;;;;;
1582973286451150000;PresidenKopi;kayaknya;0;0;0;0;;;;;;;;
1583599446402560000;jorgent16;tegas presiden kita pakde jokowi💪💪💪;1;1;1;1;;;;;;;;
1583459397283770000;tvOneNews;jangan sembarangan menentukan capres dan cawapres sindir nasdem?;-1;0;0;0;;;;;;;;
1582896714696250000;kimdeyoo17;apaan fokus dgn gaya permainan nya aja ga jelas gitu;-1;-1;-1;-1;;;;;;;;
1583576014143180000;Yolanda41796573;emang kandungan yang di obatnya aja bermasalah kenapa malah nyalahin presiden;-1;-1;-1;-1;;;;;;;;
1582943693362780000;zubaedah_ahmad;presiden jokowi memastikan pembagian blt berjalan lancar dan tepat sasaran;1;1;1;1;;;;;;;;
1583212046514280000;H4l1mun_D1n61n;ternyata masih banyak orang dungu ya? ngapain juga mau lihat presiden datang kesana ya gak mungkin lah;-1;-1;-1;-1;;;;;;;;
1582956462653200000;bimosaurus;bahkan presiden pun di depan fifa menunjukkan lebih tidak suka mereformasi polri dia lebih suka merobohkan stadion dan membangun ulang kanjuruhan sudah tidak ada lagi yang bisa diharapkan di negeri ini kasihan lu rakyat dibodohin dari bawah polri sampai presiden;-1;0;-1;-1;;;;;;;;
1583084439340740000;ali_berka;presiden kita aneh ya;-1;-1;-1;-1;;;;;;;;
1583343407157880000;Asep28sopian;calon presiden terkuat dari sunda;1;0;0;0;;;;;;;;
1583170806540300000;Haji_Wisnu81;orang cerdas berkarya menghasilkan buku yg bisa jd acuan bagi banyak orang untuk belajar ataupun panduan barometer keberhasilan dibidang yg sudah dia jalani salut coba calon presiden lainnya mana karya bukunya ??? ayo jangan mau kalah bersaing membangun negeri ;1;1;1;1;;;;;;;;
1583031875173770000;SunanKesebelas;presiden bingung dulu katanya mau menahan investor asing sekarang obral wes presiden kok coba-coba presiden 2024 ibu puan maharani sajalah kalo begitu;1;1;1;1;;;;;;;;
1583359807998010000;b4yuw;masjid raya sheikh zayed di kota solo rencananya akan diresmikan pada 17 november 2022 masjid ini merupakan hadiah dari pangeran uni emirat arab syeikh mohamed bin zayed al nahyan untuk presiden progres pembangunan sudah 92;0;0;0;0;;;;;;;;
1582941941033240000;C_AjiMahameru52;bagi yg mau hoax kalian siap2 berhadapan dgn proses hukum nkri apalagi yg berkoar-koar ingin menjatuhkan presiden nkri 👍🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨👍;1;1;1;1;;;;;;;;
1582902581617050000;rozali53;58 / 2022 tidak mengundi adalah mengundi juga akibatnya menimpa bersama marilah kembali kepada al-quran dan petunjuk allah swt yang mengatasi kemampuan akal manusia termasuk kalangan mereka yang bertaraf pemimpin besar dan ilmuwan mahupun;1;1;1;1;;;;;;;;
1583050330459100000;Ever__Dream;situ bilang krna yg punya anak presiden jd berani kan sama pssi?? yaelah bwang dari sebelum dipegang kaesang juga sudah berani bwang liat noh data klub yg dukung ibul ada persis ndak?;-1;-1;-1;-1;;;;;;;;
1583098485230160000;dte1999m;presiden jokowi menjadikan indonesia lebih baik dan maju;1;1;1;1;;;;;;;;
1583291513236110000;emmii_bijak;biji peler pemilik tl ini bergerigi dan bentuknya kotak kalaukslau mau ganti presiden itu dengan menang pilpres  bukan jadi provokator ;-1;-1;-1;-1;;;;;;;;
1582995351002580000;adsudrajat86;iya lah perbaiki masa menjabat mau 10 thn tidak ada perbaikan apa udah fokus sama memperbaiki jateng biar tidak menjadi propinsi termiskin di jawa katanya mau jadi calon presiden harus punya prestasi lah biar bisa di jual;-1;-1;-1;-1;;;;;;;;
1583085103462630000;Yohanes1927;oohhhh udah gak kerja dia???? udah kere dia sekarang??? pantes benci presiden;-1;-1;-1;-1;;;;;;;;
1583353054568810000;anti_jijikcabul;kemarin ke rsj rumah sakit orang gila kok banyak yg teriak2 anus presiden jadi heran juga saya sebegitu banyak umat bambu mesumnya anus basyetan imigran gelap yaman wanjamban wanngibul wanambruk wanboker wansomplak wansudrun wanbahlul wangeblek wanbodat wanparkirair wanaibon;-1;-1;-1;-1;;;;;;;;
1583421029095200000;Wongkar2Wongkar;ganggu kerja presiden aja🤣🤣😂😂;-1;-1;-1;-1;;;;;;;;
1583299201886140000;daikiannn;dah gitu masih direpotin anak presiden wkwk;-1;-1;-1;-1;;;;;;;;
1583008973695120000;SydneyX5w;semangat dan sehat selalu pak presiden;1;1;1;1;;;;;;;;
1582899406906560000;KOMENNK; harapan pemuda papua agar pembangunan era presiden jokowi dapat dilanjutkan;1;1;1;1;;;;;;;;
1583082603368060000;aksesdisini_com;soal dugaan kriminalisasi advokat wakil presiden kai lapor ke komjak;0;0;0;0;;;;;;;;
1583253705910290000;suanditanubrat1;ada yg kebelet mau jd presiden sll tebar hoax;-1;-1;-1;-1;;;;;;;;
1583594477599350000;InkaiTemo;walah napa jd begini negara yapunya presiden kok seperti pedagang obat;-1;-1;-1;-1;;;;;;;;
1583273184413250000;bie_menk;inilah menteri kabinet kepercayaan presiden jokowi dan kepercayaan masyarakat indonesia;1;1;1;1;;;;;;;;
1583603059133130000;PresidenKe2024;agar calonnya di endorse gitu;0;0;0;0;;;;;;;;
1583243399632550000;SaptoPriyatno3;itu presiden ya?;0;0;0;0;;;;;;;;
1583128638027070000;tristan27690134;terus klo benar katolik emang gk boleh jd presiden  kau sebaiknya pergi ke neraka saja;-1;-1;-1;-1;;;;;;;;
1582794879713020000;2672Uwak;biasanya ada yg nyinyir tu soalnya ntar dibilang grativikasi padahal dia pengen dikasi jg oleh presiden fifa;-1;-1;-1;-1;;;;;;;;
1583542676770630000;tulisansosmed;kenapa indonesia hanya memilih 2 calon untuk jadi presiden tapi harus 50 calon untuk jadi miss indonesia?;0;0;0;0;;;;;;;;
1583437442988010000;YayanWiyatna7;kenapa ngga dia sendiri aja ya katanya mau jadi presiden;0;0;0;0;;;;;;;;
1583096164064250000;CNNIndonesia;kami hormati tamu;1;1;1;1;;;;;;;;
1583376067590770000;Wonreli1;semoga anda jadi presiden;1;1;1;1;;;;;;;;
1583257282506200000;Alipa17426192;dan raja itu bukan presiden;-1;-1;-1;-1;;;;;;;;
1583366011801460000;VA_imenaHG;seorang presiden tetap anggota partai jd yg lebih hebat yg pny partai;1;1;1;1;;;;;;;;
1583043802301770000;Lovesuz07891940;bahkan kebaikannya sampe dinotice pak presiden dong keren banget si;1;1;1;1;;;;;;;;
1583344779391570000;yanaja095;jangan pilih presiden yg didukung buzerrp n ebong disana berkumpul para komunis yg berbahaya buat nkri;-1;-1;-1;-1;;;;;;;;
1583184678495720000;M_adam80;kami optimis mbak puan maharani akan jadi penerus tahta presiden 2024;1;1;1;1;;;;;;;;
1582928810382860000;Satya7ogja3_;presiden jokowi secara resmi membuka trade expo indonesia tei ke-37 yg digelar di hall nusantara indonesia convention exhibition ice bsd city kab tangerang prov banten dlam smbutannya presiden mngajak semua pihak untk bersikp optimistis di tngah krisis yg melanda dunia;1;1;1;1;;;;;;;;
1583116521953730000;esti_upay;pekerjaan menjadi presiden bu???;0;0;0;0;;;;;;;;
1582992494849310000;PresidenGP;saya juga siap mendukung pak ganjar  banten;1;1;1;1;;;;;;;;
1583433333484110000;ruben_galih;pengaruhi juga nggak ngefek ksn prerogatif presiden gitu aja kebakaran jenggot mbut mbut;-1;-1;-1;-1;;;;;;;;
1583425324343120000;KerenProlink;behahaaaaa wan mau mainkan kata kata kepada presiden pekerja yakin deh meski diterima paling dicibir bahkan bisa jadi malah dijadiin kesempatan buat buka kebobrokannya😂;-1;-1;-1;-1;;;;;;;;
1583443404314540000;Fadlipenyair;kinerja wakil rakyat aja masih dikritik netizen apalgi keberpihakan pd rakyat aja masih jg diraskan kurangklau mau adil ya jd presiden😂;-1;-1;-1;-1;;;;;;;;
1583283629161350000;AgusRia74905035;yg satu sopan minta restu yg tua yg satu lagi bicara gembira bagi bagi hasil nanti kalo jadi presiden yg diusung;1;1;1;1;;;;;;;;
1583108831978330000;HeddyADS;masalahnya bk gak brhenti smpe dsitu pola kepemimpininan dia slama jabat presiden seumur hidup yg bkin dia dihujat dri mulai memenjarakan lawan2 politik yg nb bapak bangsa juga sampai ke ekonomi;-1;-1;-1;-1;;;;;;;;
1583593984051620000;Satuset2;menkominfo menyebut lembaga perlindungan data pribadi akan ditetapkan oleh presiden;0;0;0;0;;;;;;;;
1583246499588510000;Palupi02502474;akun stress jangan kuatir jadi presiden kok;1;-1;-1;-1;;;;;;;;
1583579141206460000;bawor_ambasador;bagaimanapun dia baik atau jelek dia presiden kita mari kita antar sampai 2024;1;-1;1;1;;;;;;;;
